datetime,mileage,avgSpeed,maxSpeed,moveTime,engineTime,parking,consumed,avgConsumed,initialPitchAngle,initialRollAngle,initialVolFuelRalenti,initialVolFuelOptimo,initialVolSobrecarga,initialHorasRalenti,initialHorasOptimo,finalPitchAngle,finalRollAngle,finalVolFuelRalenti,finalVolFuelOptimo,finalVolFuelSobrecarga,finalHorasRalenti,finalHorasOptimo,fuelRalenti,fuelOptimo,fuelTotal,horasRalenti,horasOptimo,horasTotal,nm,timestamp,diff,date,label_dt,label_hr,hour,turn,day,year,month,week,year_week,month_week,nroday,nrohour
2022-12-31 23:00:00,16.28,16.0,49.0,0.0,0.77,0.23,45.67,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT62,1672527600,1.0,2022-12-31,2022-12-31 23:00,23:00,23,night,Saturday,2022,12,52,2022,12,3,16
2023-01-01 00:00:00,11.78,12.0,47.0,4.11,0.49,0.5,16.45,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT62,1672531200,1.0,2022-12-31,2023-01-01 00:00,00:00,0,night,Saturday,2022,12,52,2022,12,3,17
2023-01-01 00:00:00,3.76,4.0,34.0,1.31,0.32,0.78,14.08,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT61,1672531200,1.0,2022-12-31,2023-01-01 00:00,00:00,0,night,Saturday,2022,12,52,2022,12,3,17
2023-01-01 01:00:00,18.63,19.0,54.0,0.0,0.94,0.0,50.05,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT61,1672534800,1.0,2022-12-31,2023-01-01 01:00,01:00,1,night,Saturday,2022,12,52,2022,12,3,18
2023-01-01 01:00:00,16.57,17.0,46.0,0.0,0.97,0.0,48.58,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT62,1672534800,1.0,2022-12-31,2023-01-01 01:00,01:00,1,night,Saturday,2022,12,52,2022,12,3,18
2023-01-01 02:00:00,24.3,24.0,52.0,0.0,0.97,0.0,53.82,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT62,1672538400,1.0,2022-12-31,2023-01-01 02:00,02:00,2,night,Saturday,2022,12,52,2022,12,3,19
2023-01-01 02:00:00,17.99,18.0,50.0,1.74,0.94,0.18,44.48,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT61,1672538400,1.0,2022-12-31,2023-01-01 02:00,02:00,2,night,Saturday,2022,12,52,2022,12,3,19
2023-01-01 03:00:00,18.01,18.0,50.0,0.0,0.94,0.0,46.86,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT61,1672542000,1.0,2022-12-31,2023-01-01 03:00,03:00,3,night,Saturday,2022,12,52,2022,12,3,20
2023-01-01 03:00:00,21.32,21.0,50.0,0.0,0.96,0.0,53.57,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT62,1672542000,1.0,2022-12-31,2023-01-01 03:00,03:00,3,night,Saturday,2022,12,52,2022,12,3,20
2023-01-01 04:00:00,11.89,12.0,50.0,0.0,0.59,0.36,47.37,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT62,1672545600,1.0,2022-12-31,2023-01-01 04:00,04:00,4,night,Saturday,2022,12,52,2022,12,3,21
2023-01-01 04:00:00,7.71,8.0,38.0,0.38,0.46,0.61,7.82,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT61,1672545600,1.0,2022-12-31,2023-01-01 04:00,04:00,4,night,Saturday,2022,12,52,2022,12,3,21
2023-01-01 05:00:00,11.41,12.0,55.0,0.73,0.95,0.21,47.07,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT61,1672549200,1.0,2022-12-31,2023-01-01 05:00,05:00,5,night,Saturday,2022,12,52,2022,12,3,22
2023-01-01 05:00:00,17.17,17.0,43.0,0.78,0.85,0.2,27.33,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT62,1672549200,1.0,2022-12-31,2023-01-01 05:00,05:00,5,night,Saturday,2022,12,52,2022,12,3,22
2023-01-01 06:00:00,12.16,12.0,43.0,0.83,0.73,0.33,17.2,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT61,1672552800,1.0,2022-12-31,2023-01-01 06:00,06:00,6,night,Saturday,2022,12,52,2022,12,3,23
2023-01-01 06:00:00,19.36,20.0,54.0,1.75,0.81,0.23,32.11,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT62,1672552800,1.0,2022-12-31,2023-01-01 06:00,06:00,6,night,Saturday,2022,12,52,2022,12,3,23
2023-01-01 07:00:00,18.77,19.0,39.0,0.0,0.97,0.0,52.99,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT62,1672556400,1.0,2023-01-01,2023-01-01 07:00,07:00,7,day,Sunday,2023,1,52,2022,12,4,0
2023-01-01 07:00:00,11.34,11.0,39.0,0.83,0.95,0.3,21.02,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT61,1672556400,1.0,2023-01-01,2023-01-01 07:00,07:00,7,day,Sunday,2023,1,52,2022,12,4,0
2023-01-01 08:00:00,0.03,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT62,1672560000,1.0,2023-01-01,2023-01-01 08:00,08:00,8,day,Sunday,2023,1,52,2022,12,4,1
2023-01-01 08:00:00,18.63,19.0,41.0,1.35,0.94,0.26,29.89,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT61,1672560000,1.0,2023-01-01,2023-01-01 08:00,08:00,8,day,Sunday,2023,1,52,2022,12,4,1
2023-01-01 09:00:00,7.8,8.0,40.0,3.68,0.53,0.58,22.4,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT62,1672563600,1.0,2023-01-01,2023-01-01 09:00,09:00,9,day,Sunday,2023,1,52,2022,12,4,2
2023-01-01 09:00:00,17.18,17.0,49.0,0.0,0.97,0.06,42.63,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT61,1672563600,1.0,2023-01-01,2023-01-01 09:00,09:00,9,day,Sunday,2023,1,52,2022,12,4,2
2023-01-01 10:00:00,15.77,16.0,39.0,0.0,0.98,0.0,40.47,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT62,1672567200,1.0,2023-01-01,2023-01-01 10:00,10:00,10,day,Sunday,2023,1,52,2022,12,4,3
2023-01-01 10:00:00,11.87,12.0,43.0,1.46,0.95,0.05,55.74,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT61,1672567200,1.0,2023-01-01,2023-01-01 10:00,10:00,10,day,Sunday,2023,1,52,2022,12,4,3
2023-01-01 11:00:00,18.64,19.0,38.0,0.0,0.98,0.0,55.18,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT62,1672570800,1.0,2023-01-01,2023-01-01 11:00,11:00,11,day,Sunday,2023,1,52,2022,12,4,4
2023-01-01 11:00:00,22.86,23.0,48.0,0.51,0.95,0.11,41.64,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT61,1672570800,1.0,2023-01-01,2023-01-01 11:00,11:00,11,day,Sunday,2023,1,52,2022,12,4,4
2023-01-01 12:00:00,15.58,16.0,41.0,1.13,0.95,0.11,40.92,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT61,1672574400,1.0,2023-01-01,2023-01-01 12:00,12:00,12,day,Sunday,2023,1,52,2022,12,4,5
2023-01-01 12:00:00,19.09,19.0,36.0,0.0,0.98,0.0,52.93,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT62,1672574400,1.0,2023-01-01,2023-01-01 12:00,12:00,12,day,Sunday,2023,1,52,2022,12,4,5
2023-01-01 13:00:00,10.28,10.0,53.0,0.0,0.43,0.58,15.08,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT61,1672578000,1.0,2023-01-01,2023-01-01 13:00,13:00,13,day,Sunday,2023,1,52,2022,12,4,6
2023-01-01 13:00:00,1.58,2.0,37.0,0.0,0.31,0.71,3.24,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT62,1672578000,1.0,2023-01-01,2023-01-01 13:00,13:00,13,day,Sunday,2023,1,52,2022,12,4,6
2023-01-01 14:00:00,6.02,6.0,42.0,1.0,0.56,0.61,11.75,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT61,1672581600,1.0,2023-01-01,2023-01-01 14:00,14:00,14,day,Sunday,2023,1,52,2022,12,4,7
2023-01-01 14:00:00,13.19,13.0,42.0,1.79,0.68,0.31,43.16,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT62,1672581600,1.0,2023-01-01,2023-01-01 14:00,14:00,14,day,Sunday,2023,1,52,2022,12,4,7
2023-01-01 15:00:00,16.25,16.0,41.0,0.81,0.8,0.19,41.2,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT61,1672585200,1.0,2023-01-01,2023-01-01 15:00,15:00,15,day,Sunday,2023,1,52,2022,12,4,8
2023-01-01 15:00:00,14.75,15.0,36.0,0.0,0.98,0.0,40.18,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT62,1672585200,1.0,2023-01-01,2023-01-01 15:00,15:00,15,day,Sunday,2023,1,52,2022,12,4,8
2023-01-01 16:00:00,14.95,15.0,39.0,0.6,0.98,0.33,28.92,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT62,1672588800,1.0,2023-01-01,2023-01-01 16:00,16:00,16,day,Sunday,2023,1,52,2022,12,4,9
2023-01-01 16:00:00,11.44,11.0,39.0,1.71,0.95,0.21,42.79,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT61,1672588800,1.0,2023-01-01,2023-01-01 16:00,16:00,16,day,Sunday,2023,1,52,2022,12,4,9
2023-01-01 17:00:00,21.11,21.0,41.0,0.0,0.96,0.0,53.69,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT61,1672592400,1.0,2023-01-01,2023-01-01 17:00,17:00,17,day,Sunday,2023,1,52,2022,12,4,10
2023-01-01 17:00:00,8.7,9.0,34.0,0.38,0.8,0.55,20.59,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT62,1672592400,1.0,2023-01-01,2023-01-01 17:00,17:00,17,day,Sunday,2023,1,52,2022,12,4,10
2023-01-01 18:00:00,12.77,13.0,43.0,1.58,0.66,0.43,16.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT62,1672596000,1.0,2023-01-01,2023-01-01 18:00,18:00,18,day,Sunday,2023,1,52,2022,12,4,11
2023-01-01 18:00:00,20.2,20.0,50.0,1.04,0.77,0.23,32.51,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT61,1672596000,1.0,2023-01-01,2023-01-01 18:00,18:00,18,day,Sunday,2023,1,52,2022,12,4,11
2023-01-01 19:00:00,16.47,17.0,39.0,0.0,0.96,0.0,55.33,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT62,1672599600,1.0,2023-01-01,2023-01-01 19:00,19:00,19,night,Sunday,2023,1,52,2022,12,4,12
2023-01-01 19:00:00,11.37,13.0,42.0,0.0,0.81,0.0,25.69,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT61,1672599600,1.0,2023-01-01,2023-01-01 19:00,19:00,19,night,Sunday,2023,1,52,2022,12,4,12
2023-01-01 20:00:00,11.11,11.0,29.0,0.65,5.42,0.1,23.12,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT61,1672621200,1.0,2023-01-01,2023-01-01 20:00,20:00,20,night,Sunday,2023,1,52,2022,12,4,13
2023-01-01 20:00:00,21.13,21.0,50.0,0.75,0.96,0.21,53.49,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT62,1672603200,1.0,2023-01-01,2023-01-01 20:00,20:00,20,night,Sunday,2023,1,52,2022,12,4,13
2023-01-01 21:00:00,11.11,11.0,29.0,0.65,5.42,0.1,23.12,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT61,1672621200,1.0,2023-01-01,2023-01-01 21:00,21:00,21,night,Sunday,2023,1,52,2022,12,4,14
2023-01-01 21:00:00,17.1,17.0,45.0,5.08,0.96,0.22,53.55,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT62,1672606800,1.0,2023-01-01,2023-01-01 21:00,21:00,21,night,Sunday,2023,1,52,2022,12,4,14
2023-01-01 22:00:00,20.77,21.0,45.0,0.0,0.98,0.0,50.27,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT62,1672610400,1.0,2023-01-01,2023-01-01 22:00,22:00,22,night,Sunday,2023,1,52,2022,12,4,15
2023-01-01 22:00:00,11.11,11.0,29.0,0.65,5.42,0.1,23.12,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT61,1672621200,1.0,2023-01-01,2023-01-01 22:00,22:00,22,night,Sunday,2023,1,52,2022,12,4,15
2023-01-01 23:00:00,11.11,11.0,29.0,0.65,5.42,0.1,23.12,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT61,1672621200,1.0,2023-01-01,2023-01-01 23:00,23:00,23,night,Sunday,2023,1,52,2022,12,4,16
2023-01-01 23:00:00,13.21,13.0,43.0,0.0,0.98,0.0,49.1,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT62,1672614000,1.0,2023-01-01,2023-01-01 23:00,23:00,23,night,Sunday,2023,1,52,2022,12,4,16
2023-01-02 00:00:00,11.11,11.0,29.0,0.65,5.42,0.1,23.12,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT61,1672621200,1.0,2023-01-01,2023-01-02 00:00,00:00,0,night,Sunday,2023,1,52,2022,12,4,17
2023-01-02 00:00:00,23.51,24.0,47.0,0.0,0.97,0.0,48.18,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT62,1672617600,1.0,2023-01-01,2023-01-02 00:00,00:00,0,night,Sunday,2023,1,52,2022,12,4,17
2023-01-02 01:00:00,11.11,11.0,29.0,0.65,5.42,0.1,23.12,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT61,1672621200,1.0,2023-01-01,2023-01-02 01:00,01:00,1,night,Sunday,2023,1,52,2022,12,4,18
2023-01-02 01:00:00,15.8,16.0,46.0,0.0,0.95,0.0,23.95,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT62,1672621200,1.0,2023-01-01,2023-01-02 01:00,01:00,1,night,Sunday,2023,1,52,2022,12,4,18
2023-01-02 02:00:00,12.09,12.0,50.0,1.9,0.47,0.53,20.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT62,1672624800,1.0,2023-01-01,2023-01-02 02:00,02:00,2,night,Sunday,2023,1,52,2022,12,4,19
2023-01-02 02:00:00,9.85,10.0,30.0,2.5,0.96,0.1,35.9,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT61,1672624800,1.0,2023-01-01,2023-01-02 02:00,02:00,2,night,Sunday,2023,1,52,2022,12,4,19
2023-01-02 03:00:00,20.68,21.0,49.0,0.0,0.96,0.0,51.03,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT61,1672628400,1.0,2023-01-01,2023-01-02 03:00,03:00,3,night,Sunday,2023,1,52,2022,12,4,20
2023-01-02 03:00:00,24.19,24.0,47.0,0.0,0.97,0.0,40.13,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT62,1672628400,1.0,2023-01-01,2023-01-02 03:00,03:00,3,night,Sunday,2023,1,52,2022,12,4,20
2023-01-02 04:00:00,11.99,12.0,45.0,0.0,0.61,0.38,36.22,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT61,1672632000,1.0,2023-01-01,2023-01-02 04:00,04:00,4,night,Sunday,2023,1,52,2022,12,4,21
2023-01-02 04:00:00,15.89,16.0,48.0,0.0,0.75,0.23,32.61,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT62,1672632000,1.0,2023-01-01,2023-01-02 04:00,04:00,4,night,Sunday,2023,1,52,2022,12,4,21
2023-01-02 05:00:00,15.04,15.0,45.0,1.3,0.83,0.16,43.97,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT61,1672635600,1.0,2023-01-01,2023-01-02 05:00,05:00,5,night,Sunday,2023,1,52,2022,12,4,22
2023-01-02 05:00:00,16.56,17.0,52.0,0.83,0.78,0.21,27.26,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT62,1672635600,1.0,2023-01-01,2023-01-02 05:00,05:00,5,night,Sunday,2023,1,52,2022,12,4,22
2023-01-02 06:00:00,14.19,14.0,45.0,0.4,0.74,0.28,20.96,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT61,1672639200,1.0,2023-01-01,2023-01-02 06:00,06:00,6,night,Sunday,2023,1,52,2022,12,4,23
2023-01-02 06:00:00,6.59,7.0,39.0,0.73,0.63,0.51,16.91,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT62,1672639200,1.0,2023-01-01,2023-01-02 06:00,06:00,6,night,Sunday,2023,1,52,2022,12,4,23
2023-01-02 07:00:00,14.29,14.0,53.0,1.49,0.95,0.25,24.02,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT61,1672642800,1.0,2023-01-02,2023-01-02 07:00,07:00,7,day,Monday,2023,1,52,2022,12,5,0
2023-01-02 07:00:00,20.26,20.0,39.0,0.73,0.98,0.15,44.79,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT62,1672642800,1.0,2023-01-02,2023-01-02 07:00,07:00,7,day,Monday,2023,1,52,2022,12,5,0
2023-01-02 08:00:00,19.04,19.0,40.0,0.76,0.98,0.08,31.39,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT62,1672646400,1.0,2023-01-02,2023-01-02 08:00,08:00,8,day,Monday,2023,1,52,2022,12,5,1
2023-01-02 08:00:00,18.84,19.0,48.0,1.03,0.95,0.08,33.14,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT61,1672646400,1.0,2023-01-02,2023-01-02 08:00,08:00,8,day,Monday,2023,1,52,2022,12,5,1
2023-01-02 09:00:00,21.56,22.0,47.0,0.0,0.96,0.0,27.66,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT61,1672650000,1.0,2023-01-02,2023-01-02 09:00,09:00,9,day,Monday,2023,1,52,2022,12,5,2
2023-01-02 09:00:00,9.33,9.0,43.0,0.96,0.98,0.25,27.14,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT62,1672650000,1.0,2023-01-02,2023-01-02 09:00,09:00,9,day,Monday,2023,1,52,2022,12,5,2
2023-01-02 10:00:00,10.42,10.0,38.0,3.38,0.97,0.11,56.71,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT61,1672653600,1.0,2023-01-02,2023-01-02 10:00,10:00,10,day,Monday,2023,1,52,2022,12,5,3
2023-01-02 10:00:00,5.56,11.0,32.0,1.6,1.72,0.14,48.19,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT62,1672657200,1.0,2023-01-02,2023-01-02 10:00,10:00,10,day,Monday,2023,1,52,2022,12,5,3
2023-01-02 11:00:00,5.56,11.0,32.0,1.6,1.72,0.14,48.19,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT62,1672657200,1.0,2023-01-02,2023-01-02 11:00,11:00,11,day,Monday,2023,1,52,2022,12,5,4
2023-01-02 11:00:00,17.43,18.0,53.0,0.0,0.97,0.0,46.48,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT61,1672657200,1.0,2023-01-02,2023-01-02 11:00,11:00,11,day,Monday,2023,1,52,2022,12,5,4
2023-01-02 12:00:00,18.47,19.0,46.0,0.0,0.93,0.0,35.94,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT61,1672660800,1.0,2023-01-02,2023-01-02 12:00,12:00,12,day,Monday,2023,1,52,2022,12,5,5
