group,mileage,avgSpeed,maxSpeed,moveTime,engineTime,parking,consumed,avgConsumed,date,day,month,year,weekday,week,turn,initialPitchAngle,initialRollAngle,initialVolFuelRalenti,initialVolFuelOptimo,initialVolSobrecarga,initialHorasRalenti,initialHorasOptimo,finalPitchAngle,finalRollAngle,finalVolFuelRalenti,finalVolFuelOptimo,finalVolFuelSobrecarga,finalHorasRalenti,finalHorasOptimo,fuelRalenti,fuelOptimo,fuelTotal,horasRalenti,horasOptimo,horasTotal,nm
(2023-01-20) Noche,126.87,11.0,44.0,7.75,8.3,4.23,312.64,0.41,2023-01-20,20,1,2023,4,4,Noche,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT61
(2023-01-21) Dia,172.96,14.0,51.0,13.38,10.81,1.45,436.53,0.4,2023-01-21,21,1,2023,5,4,Dia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT61
(2023-01-21) Noche,152.68,13.0,41.0,11.21,10.25,2.88,407.5,0.37,2023-01-21,21,1,2023,5,4,Noche,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT61
(2023-01-22) Dia,178.36,15.0,47.0,5.16,10.88,1.98,413.03,0.43,2023-01-22,22,1,2023,6,4,Dia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT61
(2023-01-22) Noche,78.79,7.0,41.0,6.83,7.35,5.75,256.33,0.31,2023-01-22,22,1,2023,6,4,Noche,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT61
(2023-01-23) Dia,161.75,13.0,43.0,7.96,10.38,3.48,396.09,0.41,2023-01-23,23,1,2023,0,4,Dia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT61
(2023-01-23) Noche,9.75,1.0,41.0,0.3,1.19,11.55,20.08,0.49,2023-01-23,23,1,2023,0,4,Noche,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT61
(2023-01-24) Dia,147.3,12.0,50.0,9.7,9.15,3.25,412.53,0.36,2023-01-24,24,1,2023,1,4,Dia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT61
(2023-01-24) Noche,176.79,15.0,49.0,10.4,10.73,1.41,445.69,0.4,2023-01-24,24,1,2023,1,4,Noche,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT61
(2023-01-25) Dia,197.49,16.0,52.0,11.99,11.0,1.4,424.9,0.46,2023-01-25,25,1,2023,2,4,Dia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT61
(2023-01-25) Noche,125.32,10.0,41.0,8.68,10.89,1.73,362.29,0.35,2023-01-25,25,1,2023,2,4,Noche,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT61
(2023-01-26) Dia,154.06,13.0,47.0,10.73,11.18,1.19,364.71,0.42,2023-01-26,26,1,2023,3,5,Dia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT61
(2023-01-26) Noche,174.1,15.0,42.0,10.72,11.22,1.51,464.68,0.37,2023-01-26,26,1,2023,3,5,Noche,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT61
(2023-01-27) Dia,111.48,9.0,55.0,5.04,6.9,6.16,214.91,0.52,2023-01-27,27,1,2023,4,5,Dia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT61
(2023-01-27) Noche,145.18,12.0,42.0,9.22,9.22,2.76,386.5,0.38,2023-01-27,27,1,2023,4,5,Noche,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT61
(2023-01-28) Dia,173.02,14.0,48.0,9.64,10.57,2.33,406.44,0.43,2023-01-28,28,1,2023,5,5,Dia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT61
(2023-01-28) Noche,151.97,13.0,41.0,9.14,9.92,2.83,388.16,0.39,2023-01-28,28,1,2023,5,5,Noche,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT61
(2023-01-29) Dia,96.19,8.0,54.0,5.2,5.49,6.93,191.5,0.5,2023-01-29,29,1,2023,6,5,Dia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT61
(2023-01-29) Noche,142.68,12.0,42.0,7.97,9.27,4.47,295.61,0.48,2023-01-29,29,1,2023,6,5,Noche,0.0,0.0,1241.69,31015.55,0.95,0.0,0.0,0.0,0.0,1242.08,31016.54,0.95,0.0,0.0,0.38999999999987267,0.9900000000016007,1.3800000000014734,0.0,0.0,0.0,HT61
(2023-01-30) Dia,101.3,13.0,45.0,5.32,6.49,1.75,204.33,0.5,2023-01-30,30,1,2023,0,5,Dia,-1.96,-2.24,1242.08,31016.66,0.95,0.0,0.0,-0.34,-0.39,1253.73,31209.33,0.95,0.0,0.0,11.650000000000091,192.6700000000019,204.32000000000198,0.0,0.0,0.0,HT61
(2023-01-30) Noche,94.28,13.0,40.0,6.3,13.93,2.2,414.94,0.23,2023-01-30,30,1,2023,0,5,Noche,1.96,8.82,1267.74,31443.16,0.95,241.17,548.25,-3.98,-1.01,1276.66,31601.3,0.95,241.26,548.29,8.920000000000073,158.13999999999942,167.0599999999995,0.09000000000000341,0.03999999999996362,0.12999999999996703,HT61
(2023-01-31) Dia,161.75,13.0,51.0,9.23,10.75,1.7,322.06,0.5,2023-01-31,31,1,2023,1,5,Dia,-1.79,7.29,1276.69,31601.6,0.95,241.27,548.29,1.23,1.01,1298.52,31901.58,0.95,245.11,554.32,21.829999999999927,299.9800000000032,321.81000000000313,3.8400000000000034,6.030000000000086,9.87000000000009,HT61
(2023-01-31) Noche,126.07,11.0,41.0,10.57,10.27,2.26,358.6,0.35,2023-01-31,31,1,2023,1,5,Noche,1.23,1.17,1298.61,31901.58,0.95,245.12,554.32,-1.4,2.41,1316.25,32242.54,0.95,248.49,560.47,17.6400000000001,340.9599999999991,358.5999999999992,3.3700000000000045,6.149999999999977,9.519999999999982,HT61
(2023-02-01) Dia,166.22,14.0,54.0,8.59,9.87,2.65,336.49,0.49,2023-02-01,1,2,2023,2,5,Dia,1.62,4.37,1316.37,32242.54,0.95,248.51,560.47,2.07,6.62,1331.89,32563.39,0.95,251.48,566.8,15.52000000000021,320.84999999999854,336.36999999999875,2.969999999999999,6.329999999999927,9.299999999999926,HT61
(2023-02-01) Noche,146.38,12.0,48.0,10.1,10.33,3.28,322.07,0.45,2023-02-01,1,2,2023,2,5,Noche,1.06,5.72,1331.94,32563.51,0.95,251.49,566.81,-1.62,10.01,1349.97,32867.54,0.95,254.78,572.12,18.029999999999973,304.0300000000025,322.06000000000245,3.289999999999992,5.310000000000059,8.600000000000051,HT61
(2023-02-02) Dia,92.36,8.0,42.0,6.11,8.39,4.4,255.02,0.36,2023-02-02,2,2,2023,3,6,Dia,1.57,2.8,1350.05,32867.54,0.95,254.8,572.12,-1.23,1.34,1364.2,33108.33,0.95,257.55,576.61,14.150000000000091,240.79000000000087,254.94000000000096,2.75,4.490000000000009,7.240000000000009,HT61
(2023-02-02) Noche,127.61,11.0,46.0,8.09,9.51,3.87,261.96,0.49,2023-02-02,2,2,2023,3,6,Noche,-1.46,1.51,1364.28,33108.33,0.95,257.56,576.61,0.17,-0.45,1382.63,33351.95,0.95,260.84,582.66,18.350000000000136,243.61999999999534,261.9699999999955,3.2799999999999727,6.0499999999999545,9.329999999999927,HT61
(2023-02-03) Dia,195.83,16.0,53.0,15.89,10.28,1.73,349.86,0.56,2023-02-03,3,2,2023,4,6,Dia,0.0,-0.45,1382.63,33351.95,0.95,260.84,582.66,-3.14,0.73,1397.46,33686.98,0.95,263.59,590.41,14.829999999999927,335.0300000000061,349.86000000000604,2.75,7.75,10.5,HT61
(2023-02-03) Noche,167.31,14.0,48.0,5.1,10.6,1.85,420.53,0.4,2023-02-03,3,2,2023,4,6,Noche,-3.02,-1.57,1397.46,33687.76,0.95,263.59,590.43,-4.2,2.41,1411.57,34094.14,0.95,266.16,597.91,14.1099999999999,406.3799999999974,420.4899999999973,2.57000000000005,7.480000000000018,10.050000000000068,HT61
(2023-02-04) Dia,100.88,8.0,45.0,8.84,8.78,4.98,296.85,0.34,2023-02-04,4,2,2023,5,6,Dia,0.0,-0.22,1411.57,34094.67,0.95,266.16,597.93,-3.92,0.45,1428.68,34374.4,0.95,269.32,602.95,17.110000000000127,279.7300000000032,296.84000000000333,3.159999999999968,5.0200000000000955,8.180000000000064,HT61
(2023-02-04) Noche,112.73,9.0,37.0,7.5,10.3,3.1,401.8,0.28,2023-02-04,4,2,2023,5,6,Noche,3.13,-0.9,1428.68,34374.65,0.95,269.32,602.97,0.78,0.39,1447.35,34757.83,0.95,272.97,608.76,18.669999999999845,383.1800000000003,401.85000000000014,3.650000000000034,5.789999999999964,9.439999999999998,HT61
(2023-02-05) Dia,128.21,11.0,42.0,14.21,10.47,2.5,423.75,0.3,2023-02-05,5,2,2023,6,6,Dia,-2.24,1.73,1447.35,34758.4,0.95,272.97,608.77,-4.09,8.42,1464.23,35164.61,0.95,276.06,615.13,16.88000000000011,406.2099999999991,423.08999999999924,3.089999999999975,6.360000000000014,9.449999999999989,HT61
(2023-02-05) Noche,178.34,15.0,46.0,5.81,10.64,1.91,405.97,0.44,2023-02-05,5,2,2023,6,6,Noche,-0.22,-1.23,1464.31,35164.81,0.95,276.07,615.14,2.52,4.54,1478.46,35556.39,0.95,278.77,622.44,14.150000000000091,391.58000000000175,405.73000000000184,2.6999999999999886,7.300000000000068,10.000000000000057,HT61
(2023-02-06) Dia,78.93,7.0,45.0,7.33,10.34,3.56,211.43,0.37,2023-02-06,6,2,2023,0,6,Dia,-1.29,6.5,1478.46,35558.56,0.95,278.77,622.44,-2.3,1.85,1506.29,35739.75,0.95,283.99,627.34,27.829999999999927,181.19000000000233,209.02000000000226,5.220000000000027,4.899999999999977,10.120000000000005,HT61
(2023-02-06) Noche,151.43,13.0,53.0,10.41,10.65,1.8,492.13,0.31,2023-02-06,6,2,2023,0,6,Noche,-0.78,0.67,1506.33,35740.08,0.95,284.0,627.35,-2.46,3.36,1519.47,36219.07,0.95,286.53,633.61,13.1400000000001,478.98999999999796,492.12999999999806,2.5299999999999727,6.259999999999991,8.789999999999964,HT61
(2023-02-07) Dia,166.2,14.0,49.0,12.69,10.39,2.7,409.16,0.41,2023-02-07,7,2,2023,1,6,Dia,-1.85,0.39,1519.47,36219.65,0.95,286.53,633.62,-3.58,5.15,1534.38,36613.89,0.95,289.45,640.2,14.910000000000082,394.23999999999796,409.14999999999804,2.920000000000016,6.580000000000041,9.500000000000057,HT61
(2023-02-07) Noche,151.27,13.0,54.0,5.83,10.15,2.15,416.13,0.36,2023-02-07,7,2,2023,1,6,Noche,-1.74,-5.44,1534.46,36614.02,0.95,289.47,640.2,-1.01,2.24,1549.26,37015.23,0.95,292.21,647.11,14.799999999999955,401.2100000000064,416.01000000000636,2.7399999999999523,6.909999999999968,9.64999999999992,HT61
(2023-02-08) Dia,140.82,12.0,46.0,10.24,10.32,2.55,378.0,0.37,2023-02-08,8,2,2023,2,6,Dia,-1.12,2.69,1549.39,37015.23,0.95,292.23,647.11,-1.06,3.69,1566.07,37376.47,0.95,295.26,653.74,16.679999999999836,361.23999999999796,377.9199999999978,3.0299999999999727,6.6299999999999955,9.659999999999968,HT61
(2023-02-08) Noche,175.51,15.0,56.0,10.03,10.23,2.03,454.05,0.39,2023-02-08,8,2,2023,2,6,Noche,-0.17,-0.9,1566.07,37377.53,0.95,295.26,653.75,0.45,-0.22,1577.6,37820.05,0.95,297.56,661.12,11.529999999999973,442.5200000000041,454.05000000000405,2.3000000000000114,7.3700000000000045,9.670000000000016,HT61
(2023-02-09) Dia,168.05,14.0,45.0,8.06,9.82,3.4,357.72,0.47,2023-02-09,9,2,2023,3,7,Dia,-0.17,-0.5,1577.6,37820.51,0.95,297.56,661.14,-2.35,3.25,1592.47,38162.91,0.95,300.41,667.7,14.870000000000118,342.40000000000146,357.2700000000016,2.8500000000000227,6.560000000000059,9.410000000000082,HT61
(2023-02-09) Noche,129.97,11.0,55.0,8.76,10.21,2.88,403.35,0.32,2023-02-09,9,2,2023,3,7,Noche,-4.93,2.18,1592.47,38163.52,0.95,300.41,667.72,-1.57,1.12,1609.74,38548.98,0.95,303.74,673.7,17.269999999999982,385.4600000000064,402.7300000000064,3.329999999999984,5.980000000000018,9.310000000000002,HT61
(2023-02-10) Dia,20.94,2.0,45.0,1.04,2.57,7.65,38.63,0.54,2023-02-10,10,2,2023,4,7,Dia,-1.85,1.23,1609.78,38549.03,0.95,303.75,673.7,-1.62,0.89,1616.53,38580.87,0.95,305.03,674.95,6.75,31.840000000003783,38.59000000000378,1.2799999999999727,1.25,2.5299999999999727,HT61
(2023-02-10) Noche,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,2023-02-10,10,2,2023,4,7,Noche,-1.9,1.62,1616.53,38580.87,0.95,305.03,674.95,-1.57,1.01,1616.55,38580.87,0.95,305.04,674.95,0.01999999999998181,0.0,0.01999999999998181,0.010000000000047748,0.0,0.010000000000047748,HT61
(2023-02-12) Dia,0.34,1.0,0.0,0.0,0.1,0.27,0.12,2.79,2023-02-12,12,2,2023,6,7,Dia,-1.9,1.34,1616.55,38580.96,0.95,305.04,674.96,0.17,-0.06,1616.55,38580.96,0.95,305.04,674.96,0.0,0.0,0.0,0.0,0.0,0.0,HT61
(2022-12-11) Dia,0.29,0.0,0.0,0.0,0.0,7.2,0.0,0.0,2022-12-11,11,12,2022,6,50,Dia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT62
(2022-12-11) Noche,0.0,0.0,0.0,0.0,0.0,2.21,0.0,0.0,2022-12-11,11,12,2022,6,50,Noche,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT62
(2022-12-13) Dia,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,2022-12-13,13,12,2022,1,50,Dia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT62
(2022-12-13) Noche,10.94,1.0,39.0,0.34,0.0,10.78,0.0,0.0,2022-12-13,13,12,2022,1,50,Noche,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT62
(2022-12-14) Dia,3.95,0.0,8.0,0.0,0.0,9.09,0.0,0.0,2022-12-14,14,12,2022,2,50,Dia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT62
(2022-12-16) Dia,5.69,1.0,29.0,0.0,0.0,9.24,0.0,0.0,2022-12-16,16,12,2022,4,51,Dia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT62
(2022-12-17) Noche,13.32,2.0,33.0,0.86,2.76,7.31,49.92,0.27,2022-12-17,17,12,2022,5,51,Noche,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT62
(2022-12-18) Dia,95.42,8.0,41.0,7.46,9.03,4.42,331.5,0.29,2022-12-18,18,12,2022,6,51,Dia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT62
(2022-12-18) Noche,83.44,7.0,56.0,8.36,8.0,5.1,261.46,0.32,2022-12-18,18,12,2022,6,51,Noche,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT62
(2022-12-19) Dia,146.41,12.0,55.0,8.28,10.18,2.23,493.44,0.3,2022-12-19,19,12,2022,0,51,Dia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT62
(2022-12-19) Noche,123.32,10.0,48.0,11.91,10.56,2.98,456.74,0.27,2022-12-19,19,12,2022,0,51,Noche,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT62
(2022-12-20) Dia,155.72,13.0,50.0,8.57,10.36,2.32,489.63,0.32,2022-12-20,20,12,2022,1,51,Dia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT62
(2022-12-20) Noche,114.13,10.0,43.0,6.69,9.99,3.76,358.79,0.32,2022-12-20,20,12,2022,1,51,Noche,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT62
(2022-12-21) Dia,184.98,15.0,55.0,11.13,10.96,2.15,433.62,0.43,2022-12-21,21,12,2022,2,51,Dia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT62
(2022-12-21) Noche,134.32,11.0,43.0,8.53,10.16,2.45,380.44,0.35,2022-12-21,21,12,2022,2,51,Noche,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT62
(2022-12-22) Dia,146.96,12.0,40.0,9.82,11.8,1.62,418.32,0.35,2022-12-22,22,12,2022,3,52,Dia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT62
(2022-12-22) Noche,141.13,12.0,42.0,9.08,9.73,2.9,381.01,0.37,2022-12-22,22,12,2022,3,52,Noche,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT62
(2022-12-23) Dia,113.07,9.0,56.0,10.76,10.77,3.0,412.82,0.27,2022-12-23,23,12,2022,4,52,Dia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT62
(2022-12-23) Noche,150.13,13.0,42.0,6.8,9.93,3.41,353.28,0.42,2022-12-23,23,12,2022,4,52,Noche,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT62
(2022-12-24) Dia,206.54,17.0,55.0,10.34,10.04,2.55,539.99,0.38,2022-12-24,24,12,2022,5,52,Dia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT62
(2022-12-24) Noche,113.36,9.0,53.0,5.54,7.76,5.54,327.52,0.35,2022-12-24,24,12,2022,5,52,Noche,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT62
(2022-12-25) Dia,154.0,13.0,53.0,8.7,9.32,3.28,398.76,0.39,2022-12-25,25,12,2022,6,52,Dia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT62
(2022-12-25) Noche,143.69,12.0,53.0,10.7,10.39,2.23,409.5,0.35,2022-12-25,25,12,2022,6,52,Noche,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT62
(2022-12-26) Dia,136.68,11.0,50.0,7.25,10.55,3.77,327.81,0.42,2022-12-26,26,12,2022,0,52,Dia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT62
(2022-12-26) Noche,126.27,11.0,52.0,8.03,8.41,3.94,343.78,0.37,2022-12-26,26,12,2022,0,52,Noche,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT62
(2022-12-27) Dia,164.01,14.0,56.0,8.85,9.53,3.12,449.07,0.37,2022-12-27,27,12,2022,1,52,Dia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT62
(2022-12-27) Noche,136.47,11.0,56.0,7.68,8.84,4.88,403.17,0.34,2022-12-27,27,12,2022,1,52,Noche,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT62
(2022-12-28) Dia,148.56,12.0,54.0,8.98,11.13,2.43,403.97,0.37,2022-12-28,28,12,2022,2,52,Dia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT62
(2022-12-28) Noche,152.92,13.0,54.0,12.04,10.76,1.49,423.45,0.36,2022-12-28,28,12,2022,2,52,Noche,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT62
(2022-12-29) Dia,214.38,18.0,52.0,13.78,11.47,1.42,427.38,0.5,2022-12-29,29,12,2022,3,53,Dia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT62
(2022-12-29) Noche,178.93,15.0,54.0,6.96,10.48,1.61,482.01,0.37,2022-12-29,29,12,2022,3,53,Noche,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT62
(2022-12-30) Dia,186.02,16.0,51.0,9.43,11.27,1.21,523.25,0.36,2022-12-30,30,12,2022,4,53,Dia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT62
(2022-12-30) Noche,117.74,10.0,42.0,8.02,9.98,4.48,353.07,0.33,2022-12-30,30,12,2022,4,53,Noche,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT62
(2022-12-31) Dia,163.89,14.0,52.0,8.43,10.32,3.05,393.74,0.42,2022-12-31,31,12,2022,5,53,Dia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT62
(2022-12-31) Noche,172.04,14.0,54.0,9.0,8.4,3.98,423.05,0.41,2022-12-31,31,12,2022,5,53,Noche,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT62
(2023-01-01) Dia,146.33,12.0,43.0,8.05,8.94,3.98,376.38,0.39,2023-01-01,1,1,2023,6,53,Dia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT62
(2023-01-01) Noche,203.65,17.0,52.0,9.3,10.47,1.97,471.0,0.43,2023-01-01,1,1,2023,6,53,Noche,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT62
(2023-01-02) Dia,182.67,15.0,50.0,8.94,11.19,2.73,477.85,0.38,2023-01-02,2,1,2023,0,1,Dia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT62
(2023-01-02) Noche,103.09,9.0,48.0,6.58,7.0,5.58,279.07,0.37,2023-01-02,2,1,2023,0,1,Noche,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT62
(2023-01-03) Dia,147.01,12.0,54.0,7.48,8.91,4.48,341.85,0.43,2023-01-03,3,1,2023,1,1,Dia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT62
(2023-01-03) Noche,143.72,12.0,45.0,10.33,10.81,2.48,425.78,0.34,2023-01-03,3,1,2023,1,1,Noche,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT62
(2023-01-04) Dia,162.15,14.0,48.0,8.73,10.62,2.28,457.32,0.35,2023-01-04,4,1,2023,2,1,Dia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HT62
